URL,NOMBRE,TITULO,AÑO MODIFICAION
[https://en.wikipedia.org/wiki/!Kwi_languages,!Kwi_languages,Tuu languages,2019]
[https://en.wikipedia.org/wiki/!Lander,!Lander,Zarch,2019]
[https://en.wikipedia.org/wiki/!Mayday!,!Mayday!,¡Mayday!,2019]
[https://en.wikipedia.org/wiki/!MuchaLucha!,!MuchaLucha!,¡Mucha Lucha!,2019]
[https://en.wikipedia.org/wiki/!Mucha_Lucha!,!Mucha_Lucha!,¡Mucha Lucha!,2019]
[https://en.wikipedia.org/wiki/!No_Pasaran!,!No_Pasaran!,They shall not pass,2019]
[https://en.wikipedia.org/wiki/!No_pasaran!,!No_pasaran!,They shall not pass,2019]
[https://en.wikipedia.org/wiki/!O!kung_language,!O!kung_language,Sekele language,2019]
[https://en.wikipedia.org/wiki/!O!un_language,!O!un_language,Sekele language,2019]
[https://en.wikipedia.org/wiki/!O!ung,!O!ung,Sekele language,2019]
[https://en.wikipedia.org/wiki/!O!ung_language,!O!ung_language,Sekele language,2019]
[https://en.wikipedia.org/wiki/!Oh,_Mi_Diosa!,!Oh,_Mi_Diosa!,Oh My Goddess!,2019]
[https://en.wikipedia.org/wiki/!Oh_Gloria_Inmarcesible!,!Oh_Gloria_Inmarcesible!,National Anthem of Colombia,2019]
[https://en.wikipedia.org/wiki/!Oid,_Mortales!,!Oid,_Mortales!,Argentine National Anthem,2019]
[https://en.wikipedia.org/wiki/!Oka_Tokat,!Oka_Tokat,!Oka Tokat,2019]
[https://en.wikipedia.org/wiki/!Ole_Torme!:_Mel_Torme_Goes_South_of_the_Border_with_Billy_May,!Ole_Torme!:_Mel_Torme_Goes_South_of_the_Border_with_Billy_May,¡Olé Tormé!,2019]
[https://en.wikipedia.org/wiki/!Ora_language,!Ora_language,Khoemana,2019]
[https://en.wikipedia.org/wiki/!Oye_Esteban!,!Oye_Esteban!,¡Oye Esteban!,2019]
[https://en.wikipedia.org/wiki/!PAUS3,!PAUS3,!PAUS3,2019]
[https://en.wikipedia.org/wiki/!Policia!_-_A_Tribute_To_The_Police,!Policia!_-_A_Tribute_To_The_Police,¡Policia!: A Tribute to the Police,2017]
[https://en.wikipedia.org/wiki/!Policia!_-_A_Tribute_to_the_Police,!Policia!_-_A_Tribute_to_the_Police,¡Policia!: A Tribute to the Police,2017]
[https://en.wikipedia.org/wiki/!Por_que_no_te_callas!,!Por_que_no_te_callas!,¿Por qué no te callas?,2019]
[https://en.wikipedia.org/wiki/!Q'Viva!:_The_Chosen,!Q'Viva!:_The_Chosen,Q'Viva! The Chosen,2019]
[https://en.wikipedia.org/wiki/!Que_Clase_de_Amor!,!Que_Clase_de_Amor!,¡Qué clase de amor!,2019]
[https://en.wikipedia.org/wiki/!Que_viva_la_musica!,!Que_viva_la_musica!,¡Que viva la música!,2017]
[https://en.wikipedia.org/wiki/!Quiero_Vivir!,!Quiero_Vivir!,¡Quiero Vivir!,2018]
[https://en.wikipedia.org/wiki/!Qué_Clase_de_Amor!,!Qué_Clase_de_Amor!,¡Qué clase de amor!,2019]
[https://en.wikipedia.org/wiki/!Show_Biz_Grande_Explosion!,!Show_Biz_Grande_Explosion!,Recurring Saturday Night Live characters and sketches introduced 2003–2004,2019]
[https://en.wikipedia.org/wiki/!Showbiz_Grande_Explosion!,!Showbiz_Grande_Explosion!,Recurring Saturday Night Live characters and sketches introduced 2003–2004,2019]
[https://en.wikipedia.org/wiki/!T.O.O.H!,!T.O.O.H!,!T.O.O.H.!,2019]
[https://en.wikipedia.org/wiki/!T.O.O.H.!,!T.O.O.H.!,!T.O.O.H.!,2019]
[https://en.wikipedia.org/wiki/!T._O._O._H._!,!T._O._O._H._!,!T.O.O.H.!,2019]
[https://en.wikipedia.org/wiki/!TOOH!,!TOOH!,!T.O.O.H.!,2019]
[https://en.wikipedia.org/wiki/!TOOH_!,!TOOH_!,!T.O.O.H.!,2019]
[https://en.wikipedia.org/wiki/!T_O_O_H_!,!T_O_O_H_!,!T.O.O.H.!,2019]
[https://en.wikipedia.org/wiki/!Tchkung!,!Tchkung!,¡Tchkung!,2019]
[https://en.wikipedia.org/wiki/!Three_Amigos!,!Three_Amigos!,Three Amigos,2019]
[https://en.wikipedia.org/wiki/!Tierra_y_Libertad!,!Tierra_y_Libertad!,Land and liberty (slogan),2019]
[https://en.wikipedia.org/wiki/!Tr'e!,!Tr'e!,¡Tré!,2019]
[https://en.wikipedia.org/wiki/!Tre!,!Tre!,¡Tré!,2019]
[https://en.wikipedia.org/wiki/!Ui_languages,!Ui_languages,Tuu languages,2019]
[https://en.wikipedia.org/wiki/!Uno!,!Uno!,¡Uno!,2019]
[https://en.wikipedia.org/wiki/!Vamonos_con_Pancho_Villa!,!Vamonos_con_Pancho_Villa!,Let's Go with Pancho Villa,2019]
[https://en.wikipedia.org/wiki/!Vampiros_en_La_Habana!,!Vampiros_en_La_Habana!,Vampires in Havana,2019]
[https://en.wikipedia.org/wiki/!Vampiros_en_la_Habana!,!Vampiros_en_la_Habana!,Vampires in Havana,2019]
[https://en.wikipedia.org/wiki/!Vanity_is_a_Sin!,!Vanity_is_a_Sin!,Thomas Nöla,2019]
[https://en.wikipedia.org/wiki/!Viva!_Los_Straitjackets,!Viva!_Los_Straitjackets,¡Viva! Los Straitjackets,2018]
[https://en.wikipedia.org/wiki/!Viva!_Vaughan,!Viva!_Vaughan,¡Viva! Vaughan,2018]
[https://en.wikipedia.org/wiki/!Viva_La_Cobra!,!Viva_La_Cobra!,¡Viva la Cobra!,2019]
[https://en.wikipedia.org/wiki/!Viva_Nueva!,!Viva_Nueva!,¡Viva Nueva!,2019]
[https://en.wikipedia.org/wiki/!Viva_Zapata!,!Viva_Zapata!,¡Viva Zapata!,2019]
[https://en.wikipedia.org/wiki/!Viva_los_Muertos!,!Viva_los_Muertos!,List of The Venture Bros. episodes,2019]
[https://en.wikipedia.org/wiki/!Vivo_Latino!,!Vivo_Latino!,List of programs broadcast by TeenNick,2019]
[https://en.wikipedia.org/wiki/!WOWOW!,!WOWOW!,!Wowow!,2019]
[https://en.wikipedia.org/wiki/!Women_Art_Revolution,!Women_Art_Revolution,!Women Art Revolution,2019]
[https://en.wikipedia.org/wiki/!Wowow!,!Wowow!,!Wowow!,2019]
[https://en.wikipedia.org/wiki/!Xam_Khomani_Heartland,!Xam_Khomani_Heartland,ǀXam and ǂKhomani heartland,2018]
[https://en.wikipedia.org/wiki/!Xo_language,!Xo_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xobile,!Xobile,Russell Peters,2019]
[https://en.wikipedia.org/wiki/!Xoo,!Xoo,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xoo_language,!Xoo_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xoon_language,!Xoon_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xoong_language,!Xoong_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xu,!Xu,ǃKung people,2019]
[https://en.wikipedia.org/wiki/!Xu_(god),!Xu_(god),ǃXu (god),2019]
[https://en.wikipedia.org/wiki/!Xu_language,!Xu_language,!Kung languages,2019]
[https://en.wikipedia.org/wiki/!Xu_mythology,!Xu_mythology,ǃKung people,2019]
[https://en.wikipedia.org/wiki/!Xun,!Xun,ǃKung people,2019]
[https://en.wikipedia.org/wiki/!Xun_language,!Xun_language,!Kung languages,2019]
[https://en.wikipedia.org/wiki/!Xun_people,!Xun_people,ǃKung people,2019]
[https://en.wikipedia.org/wiki/!Xung_language,!Xung_language,!Kung languages,2019]
[https://en.wikipedia.org/wiki/!Xóõ,!Xóõ,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xóõ_language,!Xóõ_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xõó,!Xõó,Taa language,2019]
[https://en.wikipedia.org/wiki/!Xũ,!Xũ,!Kung languages,2019]
[https://en.wikipedia.org/wiki/!Xũ_mythology,!Xũ_mythology,ǃKung people,2019]
[https://en.wikipedia.org/wiki/!Ya_basta!,!Ya_basta!,¡Ya basta!,2018]
[https://en.wikipedia.org/wiki/!_(CONFIG.SYS_directive),!_(CONFIG.SYS_directive),CONFIG.SYS,2019]
[https://en.wikipedia.org/wiki/!_(Donnie_Vie_Album),!_(Donnie_Vie_Album),Donnie Vie,2019]
[https://en.wikipedia.org/wiki/!_(Donnie_Vie_album),!_(Donnie_Vie_album),Donnie Vie,2019]
[https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),!_(The_Dismemberment_Plan_album),! (The Dismemberment Plan album),2019]
[https://en.wikipedia.org/wiki/!_(The_Song_Formerly_Known_As),!_(The_Song_Formerly_Known_As),! (The Song Formerly Known As),2019]
[https://en.wikipedia.org/wiki/!_(album),!_(album),! (disambiguation),2019]
[https://en.wikipedia.org/wiki/!_(chess),!_(chess),Chess annotation symbols,2019]
[https://en.wikipedia.org/wiki/!_(disambiguation),!_(disambiguation),! (disambiguation),2019]
[https://en.wikipedia.org/wiki/!_(math),!_(math),Factorial,2019]
[https://en.wikipedia.org/wiki/!_(mathematics),!_(mathematics),! (disambiguation),2019]
[https://en.wikipedia.org/wiki/!_Qué_Clase_de_Amor_!,!_Qué_Clase_de_Amor_!,¡Qué clase de amor!,2019]
[https://en.wikipedia.org/wiki/!_point,!_point,Exclamation mark,2019]
[https://en.wikipedia.org/wiki/!alo,_Presidente!,!alo,_Presidente!,Aló Presidente,2019]
[]
[https://en.wikipedia.org/wiki/!earshot,!earshot,Exclaim!,2019]
[https://en.wikipedia.org/wiki/!f,!f,Idea Factory,2019]
[https://en.wikipedia.org/wiki/!gau,!gau,Panhole,2019]
[https://en.wikipedia.org/wiki/!important,!important,Cascading Style Sheets,2019]
[https://en.wikipedia.org/wiki/!kung,!kung,ǃKung people,2019]
[https://en.wikipedia.org/wiki/!llmind,!llmind,Illmind,2019]
[https://en.wikipedia.org/wiki/!mpact,!mpact,List of DC Comics imprints,2019]
[https://en.wikipedia.org/wiki/!mpact_Comics,!mpact_Comics,List of DC Comics imprints,2019]
[https://en.wikipedia.org/wiki/!mpossible,!mpossible,Impossible (game show),2019]
[https://en.wikipedia.org/wiki/!nara,!nara,Acanthosicyos horridus,2019]
[https://en.wikipedia.org/wiki/!vote,!vote,Wikipedia:Glossary,2019]
[https://en.wikipedia.org/wiki/!xoo,!xoo,Taa language,2019]
[https://en.wikipedia.org/wiki/!xoo_language,!xoo_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!Ô_language,!Ô_language,Taa language,2019]
[https://en.wikipedia.org/wiki/!’O-!khung_language,!’O-!khung_language,Sekele language,2019]
[https://en.wikipedia.org/wiki/",",Quotation mark,2019]
[https://en.wikipedia.org/wiki/"","",Empty string,2019]
[https://en.wikipedia.org/wiki/""Chūsotsu"_"Chūkara":_Ebichū_no_Complete_Best,""Chūsotsu"_"Chūkara":_Ebichū_no_Complete_Best,"Chūsotsu" "Chūkara",2019]
[https://en.wikipedia.org/wiki/"(It)_Feels_So_Good","(It)_Feels_So_Good",(It) Feels So Good,2018]
[https://en.wikipedia.org/wiki/"-All_You_Zombies-","-All_You_Zombies-",All You Zombies,2019]
[https://en.wikipedia.org/wiki/"-And_He_Built_a_Crooked_House-","-And_He_Built_a_Crooked_House-","—And He Built a Crooked House—",2019]
[https://en.wikipedia.org/wiki/".",".",Full stop,2019]
[https://en.wikipedia.org/wiki/"...And_Ladies_of_the_Club","...And_Ladies_of_the_Club","...And Ladies of the Club",2019]
[https://en.wikipedia.org/wiki/"...Ich_toete_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_der_Untergangs...","...Ich_toete_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_der_Untergangs...",Ich töte mich...,2018]
[https://en.wikipedia.org/wiki/"...Ich_toete_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_des_Untergangs...","...Ich_toete_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_des_Untergangs...",Ich töte mich...,2018]
[https://en.wikipedia.org/wiki/"...Ich_tote_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_der_Untergangs...","...Ich_tote_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_der_Untergangs...",Ich töte mich...,2018]
[https://en.wikipedia.org/wiki/"...Ich_tote_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_des_Untergangs...","...Ich_tote_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_des_Untergangs...",Ich töte mich...,2018]
[https://en.wikipedia.org/wiki/"...Ich_töte_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_der_Untergangs...","...Ich_töte_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_der_Untergangs...",Ich töte mich...,2018]
[https://en.wikipedia.org/wiki/"...Ich_töte_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_des_Untergangs...","...Ich_töte_mich_jedesmal_aufs_Neue,_doch_ich_bin_unsterblich,_und_ich_erstehe_wieder_auf;_in_einer_Vision_des_Untergangs...",Ich töte mich...,2018]
[https://en.wikipedia.org/wiki/"...The_Truth_Is_a_Fucking_Lie...","...The_Truth_Is_a_Fucking_Lie...","...The Truth Is a Fucking Lie...",2019]
[https://en.wikipedia.org/wiki/"..._And_Ladies_of_the_Club","..._And_Ladies_of_the_Club","...And Ladies of the Club",2019]
[https://en.wikipedia.org/wiki/"112"_Georgia_-_Emergency_Response_Center,"112"_Georgia_-_Emergency_Response_Center,112 Georgia,2018]
[https://en.wikipedia.org/wiki/"1_Decembrie_1918"_University,_Alba_Iulia,"1_Decembrie_1918"_University,_Alba_Iulia,1 Decembrie 1918 University, Alba Iulia,2018]
[https://en.wikipedia.org/wiki/"300","300",300 (pinball),2019]
[https://en.wikipedia.org/wiki/"30_Something"_Working_Group,"30_Something"_Working_Group,30 Something Working Group,2019]
[https://en.wikipedia.org/wiki/"39_Boo","39_Boo",39 Boötis,2019]
[https://en.wikipedia.org/wiki/"40","40",40 (song),2019]
[https://en.wikipedia.org/wiki/"40_Licks"_World_tour,"40_Licks"_World_tour,Licks Tour,2019]
[https://en.wikipedia.org/wiki/"4_and_4"_encoding,"4_and_4"_encoding,Group coded recording,2019]
[https://en.wikipedia.org/wiki/"5_and_3"_encoding,"5_and_3"_encoding,Group coded recording,2019]
[https://en.wikipedia.org/wiki/"6_and_2"_encoding,"6_and_2"_encoding,Group coded recording,2019]
[https://en.wikipedia.org/wiki/"713"_Requests_Permission_to_Land,"713"_Requests_Permission_to_Land,713 Requests Permission to Land,2019]
[https://en.wikipedia.org/wiki/"9-9-9"_plan,"9-9-9"_plan,9–9–9 Plan,2019]
[https://en.wikipedia.org/wiki/"900",_Cahiers_d'Italie_et_d'Europe,"900",_Cahiers_d'Italie_et_d'Europe,"900", Cahiers d'Italie et d'Europe,2019]
[https://en.wikipedia.org/wiki/"9–9–9"_plan,"9–9–9"_plan,9–9–9 Plan,2019]
[https://en.wikipedia.org/wiki/"@","@","@",2019]
[https://en.wikipedia.org/wiki/"@"_(album),"@"_(album),"@",2019]
[https://en.wikipedia.org/wiki/"A","A",Pretty Little Liars,2019]
[https://en.wikipedia.org/wiki/"A"_-_You're_Adorable,"A"_-_You're_Adorable,'A' You're Adorable,2019]
[https://en.wikipedia.org/wiki/"A"_Device,"A"_Device,"A" Device,2019]
[https://en.wikipedia.org/wiki/"A"_Fort_and_Battery_Hill_Redoubt-Camp_Early,"A"_Fort_and_Battery_Hill_Redoubt-Camp_Early,"A" Fort and Battery Hill Redoubt-Camp Early,2019]
[https://en.wikipedia.org/wiki/"A"_Is_for_Alibi,"A"_Is_for_Alibi,"A" Is for Alibi,2019]
[https://en.wikipedia.org/wiki/"A"_Vancouver,"A"_Vancouver,CIVI-DT,2019]
[https://en.wikipedia.org/wiki/"A"_Vancouver_Island,"A"_Vancouver_Island,CIVI-DT,2019]
[https://en.wikipedia.org/wiki/"A"_Victoria,"A"_Victoria,CIVI-DT,2019]
[https://en.wikipedia.org/wiki/"A"_You're_Adorable,"A"_You're_Adorable,'A' You're Adorable,2019]
[https://en.wikipedia.org/wiki/"A"_You're_Adorable_(The_Alphabet_Song),"A"_You're_Adorable_(The_Alphabet_Song),'A' You're Adorable,2019]
[https://en.wikipedia.org/wiki/"A"_device,"A"_device,"A" Device,2019]
[https://en.wikipedia.org/wiki/"A"_is_for_Alibi,"A"_is_for_Alibi,"A" Is for Alibi,2019]
[https://en.wikipedia.org/wiki/"A,"_My_Name_is_Alex,"A,"_My_Name_is_Alex,A, My Name is Alex,2019]
[https://en.wikipedia.org/wiki/"A._R._Long","A._R._Long",Amelia Reynolds Long,2019]
